2024-12-04 15:13:02,996 - INFO - 2020-01-31 00:00:00: Selected 179 stocks.
2024-12-04 15:13:02,997 - INFO - 2020-01-31 00:00:00: Portfolio Value = 9,160,743.97
2024-12-04 15:13:03,016 - INFO - Selected Stocks:
Ticker        Name    Close  PER  PBR  DIV      EPS
081660      휠라홀딩스  40000.0  9.77 2.09 0.51   4382.0
090350      노루페인트   9210.0  9.84 0.58 3.03    923.0
028100       동아지질  16650.0  9.85 0.98 1.20   1686.0
058860       KTis   2600.0  9.85 0.55 3.36    272.0
170900      동아에스티  79015.0  9.91 1.09 1.20   8404.0
192080     더블유게임즈  46830.0  9.92 1.83 0.54   6541.0
000240     한국앤컴퍼니  17250.0 10.03 0.47 2.11   1650.0
155660        DSR   5410.0 10.18 0.58 0.90    546.0
2024-12-04 15:13:03,330 - INFO - 2021-03-31 00:00:00: Selected 169 stocks.
2024-12-04 15:13:03,331 - INFO - 2021-03-31 00:00:00: Portfolio Value = 13,856,511.41
2024-12-04 15:13:03,348 - INFO - Selected Stocks:
Ticker      Name    Close   PER  PBR  DIV      EPS
004960      한신공영  20150.0  2.91 0.41 1.93   6212.0
030610      교보증권   7890.0  3.02 0.27 5.54   2391.0
294870 HDC현대산업개발  29350.0  3.07 0.57 1.87   8731.0
003480  한진중공업홀딩스   3885.0  3.18 0.33 0.00   1160.0
015020      이스타코   1520.0  3.39 0.91 0.00    307.0
013580      계룡건설  31700.0  3.40 0.56 2.11   8363.0
018500      동원금속   1190.0  3.43 0.88 0.00    350.0
001390     KG케미칼   5400.0  3.54 1.04 1.28   7691.0
019180     티에이치엔   3170.0  3.56 0.97 1.76    959.0
175330    JB금융지주   6550.0  3.56 0.33 5.14   1641.0
316140    우리금융지주  10100.0  3.57 0.33 7.19   2727.0
002030       아세아 121000.0  3.61 0.26 1.91  25353.0
138930   BNK금융지주   6790.0  3.61 0.23 6.06   1647.0
007340   DN오토모티브   6229.0  3.70 0.46 5.38   7539.0
024110      기업은행   9160.0  3.74 0.25 7.99   2242.0
139130   DGB금융지주   8440.0  3.74 0.26 5.77   1900.0
009970   영원무역홀딩스  43300.0  3.87 0.40 2.48  10421.0
095570    AJ네트웍스   4505.0  4.04 0.58 7.56    982.0
002870        신풍   4010.0  4.10 1.47 2.07    709.0
002170      삼양통상  70000.0  4.11 0.57 1.61  15112.0
010640      진양폴리   3980.0  4.15 1.18 3.19    755.0
005960      동부건설  13450.0  4.21 0.62 5.91   2814.0
138040   메리츠금융지주  17200.0  4.40 0.63 4.47   2797.0
005720        넥센   4705.0  4.41 0.26 1.72   1055.0
036530    SNT홀딩스  18550.0  4.43 0.38 2.77   4072.0
002920      유성기업   3135.0  4.46 0.28 6.61    678.0
053690     한미글로벌  10700.0  4.46 0.92 2.02   2222.0
000670        영풍 582000.0  4.48 0.34 1.65 135469.0
267290    경동도시가스  19650.0  4.49 0.33 4.68   4167.0
034830    한국토지신탁   2410.0  4.60 0.59 5.33    449.0
016590     신대양제지   8140.0  4.68 0.62 0.96  13849.0
055550      신한지주  37450.0  4.75 0.42 5.56   7000.0
000210        DL  87500.0  4.80 0.54 1.57  17223.0
007120    미래아이앤지   2595.0  4.80 0.97 0.00    109.0
086790    하나금융지주  42800.0  4.80 0.40 5.54   7898.0
002200    한국수출포장   2445.0  4.87 0.35 2.73   4505.0
016610    DB금융투자   6050.0  4.89 0.35 4.36   1172.0
010960      삼호개발   5180.0  4.91 0.58 4.27    907.0
032560     황금에스티   8062.0  4.95 0.48 1.13   1795.0
084690     대상홀딩스  10800.0  5.01 0.62 2.05   1946.0
001500     현대차증권  13050.0  5.05 0.46 5.13   2315.0
001940  KISCO홀딩스  17300.0  5.05 0.33 1.90   2909.0
003690      코리안리   5231.0  5.12 0.39 6.30   1550.0
018670      SK가스 106500.0  5.14 0.51 3.28  17794.0
024090       디씨엠  17600.0  5.24 0.84 4.00   2385.0
004170       신세계 281000.0  5.27 0.70 0.72  52658.0
105560      KB금융  56200.0  5.27 0.48 4.97   8451.0
123890    한국자산신탁   4675.0  5.29 0.73 5.15    733.0
027970      한국제지   1940.0  5.31 1.57 0.00    323.0
067830   세이브존I&C   3635.0  5.31 0.29 0.96    590.0
037710     광주신세계  33900.0  5.33 0.39 2.19  29953.0
000300     대유플러스   6569.0  5.38 0.86 0.00    152.0
003530    한화투자증권   4250.0  5.39 0.52 0.00    511.0
015890      태경산업   7950.0  5.50 0.70 6.57   1023.0
082640      동양생명   4230.0  5.55 0.25 5.61    739.0
016090        대현   2250.0  5.61 0.47 4.74    376.0
035000      HS애드   5770.0  5.74 0.63 5.56    941.0
003240      태광산업 920000.0  5.81 0.33 0.17 161659.0
001750      한양증권  11300.0  5.85 0.45 3.47   1726.0
030210    다올투자증권   4815.0  5.88 0.49 3.75    681.0
003830      대한화섬 133500.0  5.89 0.29 0.35  20048.0
004150     한솔홀딩스   3880.0  5.92 0.39 0.00    602.0
085620    미래에셋생명   4200.0  5.92 0.34 4.21    682.0
071050    한국금융지주  85600.0  6.03 1.07 3.32  14467.0
015230      대창단조   4150.0  6.10 0.50 3.47   1039.0
011330       유니켐   1565.0  6.19 1.18 0.00    235.0
023590      다우기술  27050.0  6.30 0.91 1.48   4283.0
003650      미창석유  74400.0  6.33 0.49 2.78  11366.0
002410      범양건영   4170.0  6.35 1.79 0.00    794.0
002310     아세아제지   9770.0  6.48 0.68 1.35   6860.0
093050        LF  16350.0  6.61 0.37 3.27   2313.0
006360      GS건설  43000.0  6.62 0.75 2.70   5590.0
078930        GS  39100.0  6.70 0.41 4.94   5745.0
006980        우성  40850.0  6.78 0.56 0.48    464.0
030720      동원수산   8810.0  6.78 0.81 0.00   1304.0
029460       케이씨  27250.0  6.82 0.83 0.90   4054.0
092230    KPX홀딩스  60200.0  6.84 0.38 4.52   8406.0
008060        대덕   6890.0  6.88 0.52 4.47    976.0
042670 HD현대인프라코어   9606.0  6.90 0.74 0.00   1153.0
264900     크라운제과  10500.0  6.91 0.92 2.54   1425.0
000590     CS홀딩스  64300.0  6.94 0.30 0.85   8435.0
005940    NH투자증권  11650.0  6.94 0.61 4.55   1585.0
006060      화승인더   7780.0  7.00 1.28 0.59   1092.0
001450      현대해상  24500.0  7.05 0.44 3.95   3161.0
005830    DB손해보험  47300.0  7.05 0.50 3.57   5966.0
100220      비상교육   6910.0  7.07 0.39 3.84    921.0
006090      사조오양  10900.0  7.10 0.56 1.01   1402.0
001270      부국증권  22750.0  7.12 0.60 5.49   3070.0
002810      삼영무역  15000.0  7.12 0.72 2.47   1987.0
002350     넥센타이어   7600.0  7.19 0.56 1.27   1153.0
005430      한국공항  40900.0  7.23 0.38 2.60   5318.0
015360    예스코홀딩스  33700.0  7.30 0.37 5.20   4611.0
100840    SNT에너지   6424.0  7.31 0.48 5.10   2148.0
025000    KPX케미칼  63600.0  7.33 0.65 3.98   8571.0
053210    스카이라이프   8640.0  7.35 0.58 4.15   1147.0
006120   SK디스커버리  60800.0  7.38 0.79 1.07   8846.0
000050        경방  13200.0  7.52 0.45 1.02   1630.0
003780      진양산업   7900.0  7.59 1.26 5.02    525.0
000540      흥국화재   4105.0  7.68 0.36 0.00    510.0
010100    한국무브넥스   3050.0  7.72 0.41 1.74    373.0
092780     동양피스톤   5620.0  7.74 0.72 2.06    753.0
213500      한솔제지  14350.0  7.81 0.53 4.56   1683.0
003470     유안타증권   3535.0  7.82 0.52 0.00    394.0
004690       삼천리  78400.0  7.86 0.26 3.60  10614.0
007980        TP   1905.0  7.86 0.55 1.58    241.0
004000    롯데정밀화학  58700.0  7.94 0.91 3.24   6611.0
298000      효성화학 309000.0  7.96 1.54 2.27  27637.0
006220      제주은행   7730.0  7.98 0.41 1.57    796.0
051600     한전KPS  31500.0  7.98 1.15 7.06   3407.0
012320    경동인베스트  40600.0  8.02 0.19 1.56   4007.0
033920        무학   6880.0  8.04 0.38 0.00    849.0
248170      샘표식품  47700.0  8.14 1.39 0.42   5872.0
101140     인바이오젠  68500.0  8.15 2.01 0.00    410.0
008870        금비  67700.0  8.18 0.64 2.57   8088.0
014530      극동유화   6090.0  8.18 0.72 4.64    422.0
016800       퍼시스  29500.0  8.30 0.77 3.34   3601.0
004450      삼화왕관  38300.0  8.31 0.56 3.57   4547.0
014830       유니드  78135.0  8.36 0.79 1.89   7600.0
001680        대상  25150.0  8.37 0.89 2.41   2976.0
016360      삼성증권  39450.0  8.44 0.67 4.59   4388.0
210540     디와이파워  18850.0  8.44 0.97 1.37   1729.0
001560      제일연마   7820.0  8.51 0.86 3.03    853.0
192080    더블유게임즈  58008.0  8.52 1.57 0.63   6541.0
003920      남양유업  30123.0  8.57 0.29 0.34  34527.0
028050     삼성E&A  14000.0  8.57 1.90 0.00   1493.0
005880      대한해운   3191.0  8.72 0.96 0.00    374.0
130660      한전산업   4710.0  8.80 1.77 4.87    530.0
001200    유진투자증권   4040.0  8.82 0.46 1.86    427.0
077970     STX엔진   7980.0  8.97 0.77 0.00    737.0
013570       디와이   5710.0  8.99 0.43 2.58    646.0
007690      국도화학  53378.0  9.00 0.63 2.68   6219.0
009410      태영건설  24415.0  9.05 0.82 1.25   1326.0
081660     휠라홀딩스  43150.0  9.13 1.96 0.55   4382.0
134380      미원화학  88000.0  9.17 1.33 1.62   6719.0
007540        샘표  53700.0  9.18 0.89 0.40   5441.0
039490      키움증권 126000.0  9.20 1.47 1.55  14017.0
123700       SJM   4095.0  9.27 0.38 3.08    438.0
000850      화천기공  34650.0  9.28 0.23 3.97   3388.0
072710     농심홀딩스  75900.0  9.31 0.37 2.72   7887.0
090460      비에이치  17950.0  9.40 2.12 0.00   1926.0
019440     세아특수강  13850.0  9.43 0.33 7.32   1304.0
005810     풍산홀딩스  15522.0  9.51 0.39 5.79   2544.0
069960     현대백화점  90700.0  9.51 0.45 1.22   8639.0
033780      KT&G  81400.0  9.52 1.24 5.63   8208.0
001340      백광산업   5315.0  9.58 0.96 2.10    373.0
025530    SJM홀딩스   3615.0  9.59 0.35 5.03    363.0
023450      동남합성  52700.0  9.60 2.30 0.42   4926.0
034590    인천도시가스  25800.0  9.60 0.59 5.01   2598.0
084010      대한제강  16700.0  9.63 0.69 1.55   1340.0
120030      조선선재 135500.0  9.63 1.30 1.32  11834.0
058650     세아홀딩스  84400.0  9.68 0.15 3.02   7707.0
028100      동아지질  18450.0  9.70 0.97 1.22   1686.0
013520   화승코퍼레이션   1805.0  9.71 0.90 0.68    376.0
002450      삼익악기   1610.0  9.72 0.64 3.15    163.0
170900     동아에스티  80554.0  9.72 1.07 1.22   8404.0
058860      KTis   3015.0  9.78 0.55 3.38    272.0
006800    미래에셋증권   9860.0  9.82 0.84 2.77    956.0
100250     진양홀딩스   2930.0  9.89 0.50 6.23    276.0
155660       DSR   5680.0  9.91 0.56 0.92    546.0
020000        한섬  40600.0  9.92 0.91 1.17   3881.0
003070    코오롱글로벌  20368.0 10.04 1.06 1.81   1922.0
306200      세아제강  94900.0 10.10 0.44 2.26   8768.0
244920   에이플러스에셋   8700.0 10.20 2.75 0.24    610.0
192400     쿠쿠홀딩스  25500.0 10.21 1.38 2.30  12779.0
090350     노루페인트  11000.0 10.22 0.60 2.92    923.0
044450     KSS해운  10950.0 10.25 0.88 2.55   1034.0
029780      삼성카드  34450.0 10.26 0.56 4.83   3225.0
000860    강남제비스코  30350.0 10.27 0.29 2.16   2250.0
034300     신세계건설  46800.0 10.32 0.92 1.77   4379.0
2024-12-04 15:13:03,349 - INFO - 2021-04-30 00:00:00: Selected 169 stocks.
2024-12-04 15:13:03,351 - INFO - 2021-04-30 00:00:00: Portfolio Value = 15,467,389.27
2024-12-04 15:13:03,367 - INFO - Selected Stocks:
Ticker      Name     Close   PER  PBR  DIV      EPS
004960      한신공영   26800.0  3.22 0.46 1.75   6212.0
018500      동원금속    1150.0  3.29 0.84 0.00    350.0
030610      교보증권    8410.0  3.30 0.30 5.07   2391.0
294870 HDC현대산업개발   28000.0  3.31 0.61 1.73   8731.0
019180     티에이치엔    3110.0  3.34 0.91 1.88    959.0
003480  한진중공업홀딩스    4370.0  3.43 0.35 0.00   1160.0
001390     KG케미칼    5630.0  3.47 1.02 1.31   7691.0
316140    우리금융지주   10700.0  3.69 0.34 6.97   2727.0
013580      계룡건설   34300.0  3.72 0.61 1.93   8363.0
175330    JB금융지주    7300.0  3.99 0.37 4.59   1641.0
024110      기업은행    9690.0  4.05 0.27 7.37   2242.0
138930   BNK금융지주    7670.0  4.06 0.26 5.38   1647.0
007340   DN오토모티브    6459.0  4.14 0.52 4.81   7539.0
009970   영원무역홀딩스   47650.0  4.16 0.43 2.30  10421.0
000670        영풍  679000.0  4.30 0.33 1.72 135469.0
139130   DGB금융지주    8860.0  4.39 0.31 4.91   1900.0
005720        넥센    4960.0  4.49 0.26 1.69   1055.0
036530    SNT홀딩스   18300.0  4.56 0.39 2.70   4072.0
002170      삼양통상   82700.0  4.63 0.64 1.43  15112.0
002030       아세아  129000.0  4.65 0.33 1.48  25353.0
013520   화승코퍼레이션    2105.0  4.69 0.44 1.42    376.0
095570    AJ네트웍스    5560.0  4.70 0.68 6.49    982.0
005960      동부건설   12800.0  4.73 0.70 5.26   2814.0
002920      유성기업    3400.0  4.74 0.30 6.22    678.0
267290    경동도시가스   23450.0  4.74 0.34 4.43   4167.0
007120    미래아이앤지    2875.0  4.85 0.99 0.00    109.0
053690     한미글로벌   11900.0  4.91 1.01 1.83   2222.0
000210        DL   94600.0  4.98 0.56 1.52  17223.0
015020      이스타코    2400.0  5.11 1.38 0.00    307.0
002410      범양건영    4000.0  5.14 1.45 0.00    794.0
010640      진양폴리    3545.0  5.16 1.47 2.57    755.0
016610    DB금융투자    7100.0  5.18 0.37 4.12   1172.0
000300     대유플러스    9631.0  5.22 0.83 0.00    152.0
086790    하나금융지주   45650.0  5.24 0.44 5.08   7898.0
055550      신한지주   40000.0  5.26 0.46 5.03   7000.0
004170       신세계  304500.0  5.30 0.70 0.72  52658.0
084690     대상홀딩스   11200.0  5.37 0.67 1.91   1946.0
032560     황금에스티    9070.0  5.40 0.52 1.18   1571.0
034830    한국토지신탁    2315.0  5.40 0.70 4.54    449.0
002200    한국수출포장    2480.0  5.43 0.39 2.45   4505.0
003690      코리안리    5671.0  5.48 0.42 5.88   1550.0
002870        신풍    3505.0  5.57 1.99 1.52    709.0
001500     현대차증권   14150.0  5.62 0.51 4.62   2315.0
082640      동양생명    4760.0  5.68 0.26 5.48    739.0
010960      삼호개발    5210.0  5.71 0.68 3.67    907.0
003240      태광산업 1043000.0  5.72 0.32 0.17 161659.0
037710     광주신세계   34500.0  5.78 0.42 2.02  29953.0
016590     신대양제지    7980.0  5.84 0.78 0.77  13849.0
001940  KISCO홀딩스   19700.0  5.88 0.39 1.64   2909.0
071050    한국금융지주  112000.0  5.92 1.05 3.39  14467.0
138040   메리츠금융지주   17900.0  5.92 0.84 3.32   2797.0
027970      한국제지    2330.0  5.93 1.76 0.00    323.0
018670      SK가스  100500.0  5.96 0.59 2.83  17794.0
085620    미래에셋생명    4025.0  6.03 0.35 4.14    682.0
016090        대현    2560.0  6.06 0.51 4.39    376.0
035000      HS애드    6870.0  6.21 0.68 5.14    941.0
067830   세이브존I&C    4020.0  6.24 0.34 0.82    590.0
023590      다우기술   26600.0  6.26 0.90 1.49   4283.0
004150     한솔홀딩스    4500.0  6.41 0.42 0.00    602.0
105560      KB금융   54700.0  6.51 0.59 4.02   8451.0
002350     넥센타이어    8780.0  6.57 0.51 1.39   1153.0
003650      미창석유   81300.0  6.60 0.51 2.67  11366.0
003830      대한화섬  134500.0  6.66 0.33 0.31  20048.0
123890    한국자산신탁    4635.0  6.70 0.92 4.07    733.0
001750      한양증권   14250.0  6.72 0.52 3.02   1726.0
011330       유니켐    1690.0  6.72 1.28 0.00    235.0
030720      동원수산    8880.0  6.74 0.80 0.00   1304.0
029460       케이씨   28800.0  6.81 0.83 0.91   4054.0
078930        GS   43050.0  6.82 0.42 4.85   5745.0
006120   SK디스커버리   57900.0  6.92 0.74 1.14   8846.0
006060      화승인더    8110.0  7.03 1.29 0.59   1092.0
030210    다올투자증권    5830.0  7.08 0.60 3.11    681.0
002310     아세아제지   11140.0  7.10 0.75 1.23   6860.0
008060        대덕    7190.0  7.13 0.54 4.31    976.0
264900     크라운제과   14100.0  7.16 0.95 2.45   1425.0
013700     까뮤이앤씨    2635.0  7.21 1.40 1.36    305.0
093050        LF   18150.0  7.22 0.40 2.99   2313.0
005940    NH투자증권   12850.0  7.26 0.64 4.35   1585.0
015360    예스코홀딩스   35550.0  7.28 0.37 5.22   4611.0
092230    KPX홀딩스   66700.0  7.32 0.41 4.23   8406.0
024090       디씨엠   15450.0  7.38 1.18 2.84   2385.0
004690       삼천리   84800.0  7.39 0.25 3.83  10614.0
025000    KPX케미칼   70800.0  7.42 0.66 3.93   8571.0
092780     동양피스톤    5570.0  7.42 0.69 2.15    753.0
001270      부국증권   25300.0  7.44 0.63 5.25   3070.0
006360      GS건설   44150.0  7.46 0.84 2.40   5590.0
000590     CS홀딩스   74900.0  7.52 0.32 0.79   8435.0
015890      태경산업    6910.0  7.53 0.95 4.81   1023.0
001450      현대해상   24350.0  7.59 0.48 3.67   3161.0
053210    스카이라이프    8850.0  7.59 0.60 4.02   1147.0
006090      사조오양   10350.0  7.60 0.60 0.94   1402.0
100220      비상교육    8000.0  7.63 0.43 3.56    921.0
005430      한국공항   41400.0  7.67 0.40 2.45   5318.0
002810      삼영무역   16950.0  7.73 0.78 2.28   1987.0
015230      대창단조    4400.0  7.74 0.63 2.74   1039.0
005830    DB손해보험   48950.0  7.91 0.56 3.18   5966.0
000540      흥국화재    4470.0  7.93 0.37 0.00    510.0
000050        경방   13150.0  7.98 0.48 0.96   1630.0
007980        TP    2835.0  7.99 0.56 1.56    241.0
010100    한국무브넥스    3030.0  8.20 0.43 1.63    373.0
016800       퍼시스   45550.0  8.22 0.77 3.38   3601.0
005880      대한해운    3535.0  8.24 0.91 0.00    374.0
100840    SNT에너지    6714.0  8.24 0.54 4.52   2148.0
033920        무학    8140.0  8.28 0.39 0.00    849.0
248170      샘표식품   47750.0  8.36 1.43 0.41   5872.0
008870        금비   73700.0  8.40 0.66 2.50   8088.0
004450      삼화왕관   40700.0  8.46 0.57 3.51   4547.0
001680        대상   25850.0  8.53 0.91 2.36   2976.0
213500      한솔제지   15600.0  8.53 0.58 4.18   1683.0
004000    롯데정밀화학   68000.0  8.74 1.00 2.94   6611.0
006980        우성   37150.0  8.80 0.73 0.37    464.0
013570       디와이    5670.0  8.84 0.42 2.63    646.0
003530    한화투자증권    5230.0  8.85 0.86 0.00    511.0
130660      한전산업    5040.0  8.90 1.79 4.81    530.0
003920      남양유업   32012.0  8.91 0.30 0.33  34527.0
014830       유니드   99171.0  8.91 0.85 1.77   7600.0
016360      삼성증권   42650.0  8.92 0.71 4.34   4388.0
009410      태영건설   26450.0  9.05 0.82 1.25   1326.0
001560      제일연마    8480.0  9.10 0.92 2.84    853.0
005810     풍산홀딩스   19141.0  9.16 0.37 6.01   2544.0
042670 HD현대인프라코어    9140.0  9.19 0.99 0.00   1153.0
028050     삼성E&A   17350.0  9.31 2.06 0.00   1493.0
090460      비에이치   18000.0  9.35 2.11 0.00   1926.0
003470     유안타증권    4345.0  9.43 0.62 0.00    394.0
039490      키움증권  132500.0  9.45 1.51 1.51  14017.0
051600     한전KPS   33950.0  9.47 1.36 5.95   3407.0
192400     쿠쿠홀딩스   28100.0  9.51 1.28 2.47  12779.0
001200    유진투자증권    4655.0  9.52 0.50 1.72    427.0
006220      제주은행    6780.0  9.60 0.49 1.31    796.0
101140     인바이오젠   74300.0  9.61 2.37 0.00    410.0
081660     휠라홀딩스   45600.0  9.62 2.06 0.52   4382.0
072710     농심홀딩스   79000.0  9.70 0.39 2.61   7887.0
123700       SJM    4260.0  9.70 0.40 2.94    438.0
007540        샘표   51300.0  9.78 0.95 0.38   5441.0
002450      삼익악기    1740.0  9.88 0.65 3.11    163.0
033780      KT&G   82400.0  9.92 1.29 5.41   8208.0
170900     동아에스티   80650.0  9.94 1.09 1.20   8404.0
034590    인천도시가스   27150.0  9.99 0.61 4.82   2598.0
006800    미래에셋증권   10000.0 10.13 0.86 2.69    956.0
025530    SJM홀딩스    3765.0 10.14 0.37 4.76    363.0
000850      화천기공   38900.0 10.18 0.26 3.62   3388.0
069960     현대백화점   92800.0 10.23 0.49 1.13   8639.0
286940   롯데이노베이트   38100.0 10.24 1.50 1.84   3720.0
020000        한섬   43450.0 10.29 0.94 1.13   3881.0
192080    더블유게임즈   53943.0 10.32 1.90 0.52   6541.0
060980     HL홀딩스   40700.0 10.35 0.48 4.93   3921.0
001460       BYC   36200.0 10.37 0.67 0.32  33265.0
111770      영원무역   43900.0 10.41 0.95 1.01   3791.0
155660       DSR    7220.0 10.42 0.59 0.88    546.0
019440     세아특수강   17700.0 10.47 0.37 6.59   1304.0
100250     진양홀딩스    3005.0 10.51 0.53 5.86    276.0
034300     신세계건설   45550.0 10.58 0.94 1.73   4379.0
012320    경동인베스트   43550.0 10.59 0.25 1.18   4007.0
029780      삼성카드   35300.0 10.59 0.57 4.69   3225.0
210540     디와이파워   19550.0 10.61 1.21 1.09   1729.0
028100      동아지질   18250.0 10.62 1.06 1.12   1686.0
021820      세원정공    9310.0 10.64 0.19 0.31    760.0
044450     KSS해운   12450.0 10.64 0.91 2.45   1034.0
306200      세아제강  117500.0 10.70 0.47 2.13   8768.0
298000      효성화학  405000.0 10.78 2.09 1.68  27637.0
007690      국도화학   69957.0 10.89 0.76 2.22   6219.0
077970     STX엔진   15500.0 10.91 0.94 0.00    737.0
004560   현대비앤지스틸   26200.0 10.92 0.59 0.64   1433.0
058860      KTis    2860.0 10.92 0.61 3.03    272.0
000480     CR홀딩스    8980.0 10.96 0.55 4.87   7493.0
002390        한독   29000.0 11.01 1.13 0.98   2544.0
000240    한국앤컴퍼니   18600.0 11.03 0.52 1.92   1650.0
057050     현대홈쇼핑   78800.0 11.06 0.56 2.46   7354.0
058650     세아홀딩스   99900.0 11.09 0.17 2.63   7707.0
2024-12-04 15:13:03,369 - INFO - 2021-05-31 00:00:00: Selected 170 stocks.
2024-12-04 15:13:03,370 - INFO - 2021-05-31 00:00:00: Portfolio Value = 16,609,507.52
2024-12-04 15:13:03,387 - INFO - Selected Stocks:
Ticker       Name     Close   PER  PBR   DIV      EPS
004960       한신공영   24700.0  2.82 0.49  1.55   9155.0
002020        코오롱   30850.0  2.91 0.60  1.58  10889.0
002870         신풍    3320.0  2.91 1.20  1.44   1189.0
105840         우진    5880.0  2.93 0.68  1.98   1719.0
017390       서울가스  127500.0  2.98 0.49 16.67  33732.0
013580       계룡건설   34700.0  3.00 0.53  1.82  10992.0
016610     DB금융투자    7170.0  3.00 0.37  4.29   2327.0
005820         원림   28000.0  3.08 0.52  2.07   7819.0
009770       삼정펄프   34600.0  3.16 0.40  2.94  10743.0
018500       동원금속    1130.0  3.19 0.82  0.00    350.0
128820       대성산업    5330.0  3.24 0.41  0.00   1414.0
007540         샘표   57700.0  3.31 0.85  0.38  15906.0
018670       SK가스  109500.0  3.45 0.50  3.90  29674.0
035510    신세계 I&C   17700.0  3.55 1.52  1.34  52485.0
001270       부국증권   25000.0  3.70 0.60  4.78   6784.0
007120     미래아이앤지    2795.0  3.71 0.82  0.00    153.0
006040       동원산업   59100.0  3.86 0.80  1.85  70124.0
001120    LX인터내셔널   31000.0  3.90 0.90  1.29   7932.0
001750       한양증권   15650.0  3.99 0.54  5.24   3583.0
344820     KCC글라스   64100.0  4.00 0.71  3.56  14761.0
030610       교보증권    9030.0  4.01 0.43  5.37   2091.0
023590       다우기술   27400.0  4.06 0.73  1.93   6370.0
002380        KCC  307500.0  4.08 0.54  1.92  72945.0
175330     JB금융지주    7690.0  4.08 0.38  5.17   1774.0
003960       사조대림   27050.0  4.10 0.48  1.06   4602.0
039490       키움증권  122000.0  4.19 1.13  2.36  30319.0
006120    SK디스커버리   52000.0  4.28 0.59  1.79  13096.0
079980        휴비스   10600.0  4.37 0.80  2.75   2497.0
123890     한국자산신탁    5130.0  4.39 0.75  4.72   1062.0
017940         E1   55200.0  4.43 0.27  4.76  10427.0
000640   동아쏘시오홀딩스  125000.0  4.58 0.85  0.82  26725.0
084690      대상홀딩스   12450.0  4.58 0.61  2.04   2360.0
139130    DGB금융지주    9460.0  4.59 0.30  4.45   1908.0
002460       HS화성   13150.0  4.78 0.41  4.96   2742.0
002170       삼양통상   78700.0  4.81 0.67  1.48  17515.0
014790     HL D&I    5590.0  4.82 0.80  1.68   1239.0
024110       기업은행   10800.0  4.82 0.30  4.95   1977.0
024720      콜마홀딩스   32550.0  4.86 1.00  0.69   6123.0
030210     다올투자증권    5900.0  4.94 0.67  2.61   1162.0
086790     하나금융지주   46550.0  4.96 0.43  4.21   8858.0
138040    메리츠금융지주   18700.0  4.98 0.72  5.03   3596.0
001500      현대차증권   14100.0  5.00 0.50  4.93   2739.0
138930    BNK금융지주    7950.0  5.05 0.28  4.23   1498.0
011760    현대코퍼레이션   20450.0  5.14 0.86  2.93   3980.0
009970    영원무역홀딩스   51400.0  5.30 0.48  2.51   9036.0
025000     KPX케미칼   65500.0  5.33 0.66  3.88  13307.0
072710      농심홀딩스   82500.0  5.34 0.38  2.54  14746.0
005830     DB손해보험   50700.0  5.35 0.54  4.48   9171.0
006090       사조오양   11800.0  5.36 0.54  1.43   1959.0
000140   하이트진로홀딩스   19300.0  5.46 0.79  2.43   3014.0
136490         선진   17700.0  5.73 1.30  0.50   3516.0
002030        아세아  139000.0  5.77 0.35  1.56  22188.0
001200     유진투자증권    4855.0  5.83 0.52  2.58    797.0
055550       신한지주   42450.0  5.87 0.47  3.84   6654.0
082640       동양생명    5650.0  5.88 0.25  4.53    825.0
001450       현대해상   24400.0  6.04 0.44  4.18   3955.0
316140     우리금융지주   11150.0  6.06 0.33  3.41   1742.0
248170       샘표식품   62300.0  6.09 1.14  0.42   7895.0
105560       KB금융   58800.0  6.10 0.53  3.30   8809.0
016450  한세예스24홀딩스    9420.0  6.12 0.92  2.95   1385.0
003650       미창석유   88800.0  6.26 0.51  2.59  12962.0
007340    DN오토모티브    7671.0  6.31 0.54  5.96   5317.0
213500       한솔제지   15900.0  6.32 0.59  4.44   2493.0
012320     경동인베스트   40450.0  6.33 0.25  1.14   6956.0
010960       삼호개발    6230.0  6.36 0.60  3.73    802.0
037710      광주신세계   42400.0  6.40 0.40  2.02  27120.0
100250      진양홀딩스    3025.0  6.41 0.52  5.58    475.0
005940     NH투자증권   13150.0  6.42 0.64  5.67   1923.0
005960       동부건설   12650.0  6.46 0.64  7.06   1974.0
034830     한국토지신탁    2415.0  6.47 0.65  3.82    364.0
134790        시디즈   78100.0  6.50 2.75  0.45  10331.0
012630        HDC   14150.0  6.58 0.33  2.03   1869.0
001630     종근당홀딩스  109500.0  6.68 0.97  1.33  15711.0
004540      깨끗한나라    6450.0  6.74 1.20  1.45   1023.0
227840 현대코퍼레이션홀딩스   14650.0  7.05 0.75  3.44   2063.0
000210         DL   82100.0  7.11 1.38  1.40  13077.0
009810      플레이그램     630.0  7.15 0.79  0.00     86.0
071050     한국금융지주  104000.0  7.21 1.17  2.82  14780.0
003690       코리안리    6060.0  7.27 0.45  4.95   1252.0
016360       삼성증권   47450.0  7.29 0.70  5.31   5686.0
036530     SNT홀딩스   19650.0  7.30 0.35  3.51   2533.0
016590      신대양제지    9570.0  7.32 0.69  0.80  10710.0
024090        디씨엠   18150.0  7.34 0.98  3.14   2166.0
027970       한국제지    2140.0  7.34 1.55  0.00    322.0
267290     경동도시가스   24400.0  7.37 0.39  3.68   3224.0
029460        케이씨   26850.0  7.43 0.65  1.05   3851.0
