2024-12-04 15:13:02,996 - INFO - 2020-01-31 00:00:00: Selected 179 stocks.
2024-12-04 15:13:02,997 - INFO - 2020-01-31 00:00:00: Portfolio Value = 9,160,743.97
2024-12-04 15:13:03,016 - INFO - Selected Stocks:
Ticker        Name    Close  PER  PBR  DIV      EPS
090460       비에이치  17450.0 3.90 1.00  1.41  4551.0
264900      크라운제과   8240.0 3.92 0.55  3.02  2116.0
001940   KISCO홀딩스  22950.0 3.95 0.30  2.64  5760.0
210980      SK디앤디  12180.0 3.95 0.42  6.56  3084.0
024110       기업은행  13950.0 4.01 0.37  7.21  3320.0
044450      KSS해운   8270.0 4.08 0.46  4.26  2016.0
111380       동인기연  22700.0 4.17 2.31  3.38  5665.0
004020       현대제철  32350.0 4.22 0.23  3.06  7736.0
175330     JB금융지주  13310.0 4.23 0.54  6.60  2996.0
002310      아세아제지   8490.0 4.27 0.50  2.22 10540.0
002810       삼영무역  13280.0 4.27 0.50  4.60  3054.0
003300      한일홀딩스  12650.0 4.28 0.27  6.44  2904.0
077500      유니퀘스트   7020.0 4.29 0.60  2.52  1853.0
001450       현대해상  31300.0 4.30 0.57  6.43  7099.0
004170        신세계 166300.0 4.32 0.43  2.10 41282.0
010950      S-Oil  72700.0 4.32 1.07  7.05 18075.0
037710      광주신세계  31150.0 4.32 0.31  7.11  7157.0
284740      쿠쿠홈시스  23100.0 4.33 0.71  3.16  5118.0
004890       동일산업  43400.0 4.35 0.23  6.83 10085.0
009580      무림P&P   3110.0 4.36 0.30  4.77   721.0
010780     아이에스동서  27000.0 4.40 0.61  0.00  6426.0
007690       국도화학  37200.0 4.45 0.39  3.65  8626.0
009070       KCTC   4075.0 4.45 0.47  1.53   879.0
002460       HS화성  10000.0 4.47 0.26  5.02  2229.0
018500       동원금속   1712.0 4.50 0.91  1.14   389.0
322000 HD현대에너지솔루션  23950.0 4.59 0.73  2.41  5412.0
003490       대한항공  20950.0 4.61 0.91  3.40  4787.0
007700     F&F홀딩스  15090.0 4.64 0.30  2.23  3384.0
000700      유수홀딩스   5640.0 4.66 0.41  7.04  1218.0
104700       한국철강  11880.0 4.69 0.47  3.11  2055.0
267290     경동도시가스  19300.0 4.75 0.29  4.49  4105.0
000480      CR홀딩스   6070.0 4.77 0.28  7.38  1279.0
086790     하나금융지주  58700.0 4.78 0.45  5.94 11803.0
010690         화신  10930.0 4.80 1.00  0.92  2254.0
016590      신대양제지   5710.0 4.81 0.41  1.97  1319.0
192400      쿠쿠홀딩스  19620.0 4.81 0.58  4.43  3755.0
000320      노루홀딩스  12000.0 4.83 0.31  4.33  2391.0
010100     한국무브넥스   5130.0 4.88 0.56  1.31  1095.0
030720       동원수산   6050.0 4.89 0.48  3.85  1328.0
011070      LG이노텍 222000.0 4.98 1.14  2.01 41406.0
007310        오뚜기 417000.0 5.03 0.77  2.22 80501.0
003650       미창석유  78700.0 5.07 0.37  3.19 15455.0
001270       부국증권  24250.0 5.12 0.31  6.19  4736.0
000590      CS홀딩스  65600.0 5.19 0.27  0.76 12700.0
002030        아세아 237000.0 5.19 0.44  1.57 46012.0
015890       태경산업   6030.0 5.25 0.60  4.95  1154.0
001130       대한제분 137500.0 5.28 0.23  1.92 24697.0
018670       SK가스 165100.0 5.37 0.59  4.23 28644.0
071090       하이스틸   3335.0 5.37 0.42  0.65   574.0
055550       신한지주  46650.0 5.39 0.49  4.53  8454.0
001720       신영증권  67700.0 5.41 0.34  6.22 11893.0
002200     한국수출포장   2715.0 5.46 0.40  2.76   531.0
031430   신세계인터내셔날  17940.0 5.51 0.79  2.74  3313.0
086280     현대글로비스  91036.0 5.52 0.96  3.26 31729.0
005820         원림  18410.0 5.54 0.35  1.81  3500.0
014830        유니드  96200.0 5.56 0.61  2.42 14826.0
005810      풍산홀딩스  30550.0 5.59 0.43  4.51  5150.0
108320      LX세미콘  73800.0 5.62 1.38  5.57 14368.0
195870      해성디에스  50200.0 5.63 2.01  1.70  9376.0
008110       대동전자  11780.0 5.67 0.24  0.00  1122.0
005830     DB손해보험  97300.0 5.69 1.04  4.94 16373.0
001750       한양증권  10590.0 5.73 0.31  7.52  1858.0
003480   한진중공업홀딩스   3485.0 5.75 0.25  3.09   563.0
009200      무림페이퍼   2145.0 5.84 0.21  2.35   365.0
009270         신원   1298.0 5.87 0.46  7.61   224.0
088790         진도   2420.0 5.90 0.26  3.23   367.0
035000       HS애드   6410.0 5.91 0.58  6.29  1077.0
058860       KTis   2865.0 5.91 0.46  4.05   501.0
180640        한진칼  59800.0 6.06 1.67  0.28 10143.0
071050     한국금융지주  67400.0 6.13 0.51  3.44 10900.0
055490       테이팩스  21750.0 6.18 0.79  3.63  4013.0
105560       KB금융  75600.0 6.24 0.55  4.31 10955.0
378850     화승알앤에이   3885.0 6.24 0.85  1.20   668.0
019440      세아특수강  13770.0 6.26 0.34  7.31  2185.0
000140   하이트진로홀딩스   9100.0 6.30 0.35  5.56  1427.0
029780       삼성카드  39100.0 6.30 0.50  6.80  5831.0
183190     아세아시멘트  10130.0 6.33 0.42  2.18  1631.0
285130      SK케미칼  60500.0 6.34 0.56  2.39  9910.0
120110      코오롱인더  40100.0 6.42 0.44  3.41  5934.0
004690        삼천리  92100.0 6.45 0.23  3.23 14387.0
096770    SK이노베이션 111100.0 6.45 0.52  4.97 18214.0
126720    수산인더스트리  22800.0 6.45 0.71  2.63  3544.0
032640     LG유플러스   9850.0 6.47 0.53  6.51  1543.0
035150         백산  13750.0 6.49 1.60  1.23  1882.0
085310        엔케이    925.0 6.52 0.61  0.00   136.0
014530       극동유화   3910.0 6.53 0.67  5.17   593.0
002240       고려제강  25800.0 6.57 0.33  1.41  3242.0
036530     SNT홀딩스  22600.0 6.57 0.34  3.00  3556.0
383220        F&F  65900.0 6.61 3.17  2.09 11571.0
014790     HL D&I   2015.0 6.68 0.22  0.00   300.0
039490       키움증권 132400.0 6.70 0.73  2.50 17919.0
006040       동원산업  37800.0 6.73 0.56  2.84  5748.0
081660      휠라홀딩스  41000.0 6.74 1.23  4.10  5720.0
002100         경농   9920.0 6.75 0.78  3.94  1503.0
006260         LS 138100.0 6.76 0.76  1.41 16306.0
053690      한미글로벌  16310.0 6.81 0.96  3.30  2449.0
005440   현대지에프홀딩스   4855.0 6.84 0.21  4.79   640.0
057050      현대홈쇼핑  54700.0 6.84 0.30  5.04  7541.0
014580      태경비케이   5550.0 6.86 0.90  2.23   850.0
102260      동성케미컬   4605.0 6.86 0.63  4.09   714.0
002450       삼익악기   1288.0 6.87 0.40  3.92   186.0
002320         한진  20850.0 6.95 0.24  2.63  3290.0
344820     KCC글라스  40100.0 6.95 0.45  5.86  5894.0
003550         LG  79400.0 6.97 0.54  3.46 12422.0
023810         인팩   8590.0 7.02 0.81  1.94  1320.0
064960     SNT모티브  46400.0 7.09 0.69  3.49  6470.0
013870     지엠비코리아   4360.0 7.13 0.33  1.81   621.0
042670  HD현대인프라코어   8320.0 7.19 1.01  2.87  1163.0
049770      동원F&B  38900.0 7.19 0.74  2.07  4711.0
004250        NPC   5180.0 7.21 0.59  2.05   678.0
100250      진양홀딩스   3275.0 7.23 0.52  6.12   452.0
030200         KT  34600.0 7.24 0.58  5.20  5209.0
017550      수산중공업   2000.0 7.26 0.83  0.47   292.0
014710      사조씨푸드   3475.0 7.29 0.25  1.14   482.0
084870     TBH글로벌   1819.0 7.29 0.60  0.00   236.0
007810     코리아써키트  16050.0 7.38 1.06  0.00  2507.0
030610       교보증권   5030.0 7.42 0.21  3.96   681.0
025860       남해화학   7160.0 7.43 0.69  1.36   986.0
028050      삼성E&A  26450.0 7.43 1.83  0.00  3392.0
008490         서흥  22100.0 7.44 0.60  1.76  3056.0
136490         선진   7280.0 7.51 0.41  1.37   975.0
353200       대덕전자  23400.0 7.56 1.63  1.48  3570.0
002990       금호건설   4240.0 7.60 0.30 11.21   587.0
006390    한일현대시멘트  14990.0 7.60 0.80  4.01  1971.0
000490         대동  12020.0 7.62 0.92  0.72  1812.0
025000     KPX케미칼  45450.0 7.64 0.37  5.98  6015.0
000070      삼양홀딩스  69800.0 7.67 0.30  4.97  9173.0
145990        삼양사  50600.0 7.67 0.40  2.37  6872.0
2024-12-04 15:13:04,098 - INFO - 2024-05-31 00:00:00: Selected 178 stocks.
2024-12-04 15:13:04,099 - INFO - 2024-05-31 00:00:00: Portfolio Value = 19,104,812.99
2024-12-04 15:13:04,116 - INFO - Selected Stocks:
Ticker       Name    Close  PER  PBR  DIV     EPS
210980      SK디앤디  11400.0 2.88 0.38 6.65  4177.0
123890     한국자산신탁   3000.0 2.92 0.37 7.11  1059.0
008420       문배철강   2820.0 2.94 0.30 1.77   961.0
016380       KG스틸   6880.0 2.96 0.37 2.89  2342.0
088350       한화생명   2805.0 3.03 0.17 5.18   954.0
082640       동양생명   5000.0 3.04 0.28 7.59  1736.0
002780       진흥기업    905.0 3.05 0.52 0.00   311.0
047040       대우건설   3655.0 3.06 0.39 0.00  1245.0
003960       사조대림  43500.0 3.08 0.49 0.94 12123.0
378850     화승알앤에이   3785.0 3.09 0.66 1.27  1275.0
000070      삼양홀딩스  69700.0 3.12 0.27 5.04 22269.0
005390       신성통상   1860.0 3.16 0.62 2.73   579.0
123700        SJM   3540.0 3.17 0.29 4.90  1128.0
200880       서연이화  16710.0 3.19 0.57 1.07  5839.0
078930         GS  43600.0 3.20 0.31 5.68 13737.0
005830     DB손해보험 103500.0 3.22 0.55 5.68 28955.0
004980       성신양회   8400.0 3.24 0.41 4.02  2683.0
111770       영원무역  33950.0 3.26 0.52 3.39 11762.0
003030     세아제강지주 211000.0 3.30 0.52 0.86 70197.0
016450  한세예스24홀딩스   4780.0 3.30 0.37 5.27  1437.0
025000     KPX케미칼  46350.0 3.31 0.34 6.65 13643.0
010100     한국무브넥스   4555.0 3.32 0.48 1.94  1549.0
000370     한화손해보험   4850.0 3.35 0.24 4.07  1465.0
227840 현대코퍼레이션홀딩스  10980.0 3.37 0.37 4.48  3307.0
009180    한솔로지스틱스   2765.0 3.39 0.54 4.39   672.0
298690       에어부산   2720.0 3.43 1.74 0.00   811.0
084010       대한제강  13120.0 3.46 0.32 3.61  4007.0
000400     롯데손해보험   3125.0 3.47 0.83 0.00   966.0
001940   KISCO홀딩스  20100.0 3.49 0.27 3.90  6602.0
002900        TYM   4425.0 3.50 0.54 3.29  1390.0
005010        휴스틸   4345.0 3.60 0.26 5.40  1285.0
016090         대현   1975.0 3.66 0.33 5.19   526.0
023590       다우기술  19710.0 3.70 0.33 3.61  5237.0
001270       부국증권  24300.0 3.71 0.28 6.30  6420.0
007280       한국특강   1803.0 3.71 0.46 0.00   464.0
267290     경동도시가스  19450.0 3.72 0.27 4.53  5196.0
014280       금강공업   5050.0 3.75 0.38 2.19  1458.0
036530     SNT홀딩스  22000.0 3.75 0.31 3.53  6041.0
007210         벽산   2035.0 3.77 0.46 2.69   591.0
155660        DSR   4215.0 3.77 0.31 1.45  1093.0
004360         세방  12020.0 3.78 0.25 2.49  3195.0
003300      한일홀딩스  13490.0 3.79 0.26 6.25  3384.0
139130    DGB금융지주   8240.0 3.83 0.23 6.58  2180.0
001750       한양증권  11000.0 3.87 0.28 7.57  2728.0
001390      KG케미칼   5020.0 3.91 0.42 2.12  1446.0
111110       호전실업   7320.0 3.93 0.45 4.09  1864.0
012630        HDC   7950.0 3.96 0.17 3.53  2147.0
460860       동국제강  10450.0 3.98 0.33 6.13  2869.0
001450       현대해상  32800.0 4.01 0.39 6.76  7610.0
004710     한솔테크닉스   5740.0 4.11 0.51 1.77  1376.0
317400     자이에스앤디   4270.0 4.13 0.39 3.60  1009.0
101140      인바이오젠   9340.0 4.21 0.63 0.00  2216.0
006090       사조오양   9350.0 4.22 0.39 2.20  2154.0
023350     한국종합기술   5370.0 4.29 0.37 1.82  1282.0
024110       기업은행  13760.0 4.30 0.34 7.24  3162.0
316140     우리금융지주  14170.0 4.33 0.33 7.15  3231.0
000590      CS홀딩스  69800.0 4.34 0.25 0.76 15091.0
002460       HS화성   9640.0 4.34 0.25 5.01  2302.0
183190     아세아시멘트  10320.0 4.37 0.37 2.52  2312.0
138930    BNK금융지주   8450.0 4.39 0.26 6.09  1905.0
005740   크라운해태홀딩스   6290.0 4.40 0.29 1.63  1391.0
018500       동원금속   1780.0 4.42 0.90 1.16   389.0
016590      신대양제지   6170.0 4.43 0.34 2.49  1359.0
009770       삼정펄프  25750.0 4.47 0.28 4.00  5589.0
002030        아세아 244000.0 4.49 0.39 2.02 54991.0
009070       KCTC   4370.0 4.50 0.44 1.73   897.0
057050      현대홈쇼핑  52300.0 4.51 0.30 5.21 11898.0
264900      크라운제과   8520.0 4.51 0.52 3.02  1834.0
006980         우성  19900.0 4.53 0.27 1.54  4307.0
058730        다스코   3390.0 4.54 0.42 2.88   764.0
175330     JB금융지주  14620.0 4.54 0.50 6.48  2907.0
018670       SK가스 178500.0 4.58 0.56 4.96 35241.0
027410        BGF   3570.0 4.60 0.22 3.21   813.0
005850        에스엘  36550.0 4.61 0.80 2.68  7285.0
072710      농심홀딩스  71000.0 4.61 0.28 3.75 14478.0
002810       삼영무역  13180.0 4.66 0.46 4.53  2840.0
006120    SK디스커버리  44050.0 4.67 0.30 3.76  9699.0
069730      DSR제강   4170.0 4.69 0.31 1.42   899.0
017800     현대엘리베이  40150.0 4.70 1.13 9.98  8538.0
284740      쿠쿠홈시스  21050.0 4.71 0.65 3.40  4994.0
001380      SG글로벌   1811.0 4.72 0.68 0.00   449.0
002310      아세아제지   8130.0 4.72 0.43 5.52  1857.0
145990        삼양사  50200.0 4.72 0.34 3.48 10647.0
192400      쿠쿠홀딩스  21400.0 4.76 0.58 5.51  4187.0
032560      황금에스티   6640.0 4.79 0.32 2.21  1420.0
035510    신세계 I&C  11050.0 4.82 0.38 3.14  2316.0
129260       인터지스   2290.0 4.83 0.25 4.36   475.0
010690         화신  10420.0 4.84 0.86 1.36  2274.0
100250      진양홀딩스   3270.0 4.85 0.49 6.11   675.0
003690       코리안리   6857.0 4.89 0.37 6.67  1655.0
007700     F&F홀딩스  15600.0 4.89 0.28 2.61  3130.0
010960       삼호개발   3500.0 4.94 0.33 5.70   675.0
010780     아이에스동서  25450.0 5.01 0.52 5.61  5338.0
086790     하나금융지주  61700.0 5.01 0.42 5.96 11380.0
000320      노루홀딩스  12510.0 5.04 0.31 4.08  2429.0
009900       명신산업  14830.0 5.06 1.44 0.68  2909.0
016800        퍼시스  44700.0 5.13 0.65 3.13  7470.0
020000         한섬  17930.0 5.13 0.31 3.83  3818.0
037710      광주신세계  30500.0 5.13 0.30 7.07  6065.0
003090         대웅  16420.0 5.15 0.83 0.53  3692.0
005820         원림  17640.0 5.17 0.32 2.70  3577.0
005870        휴니드   6590.0 5.17 0.57 0.00  1366.0
058650      세아홀딩스 102100.0 5.17 0.20 3.68 21043.0
015230       대창단조   6390.0 5.24 0.67 2.62  1310.0
001020     페이퍼코리아    838.0 5.25 0.51 0.00   161.0
010770      평화홀딩스   3020.0 5.26 0.41 5.01   569.0
210540      디와이파워  13810.0 5.27 0.55 3.05  2491.0
006660       삼성공조  12270.0 5.28 0.27 0.66  1736.0
093050         LF  15040.0 5.33 0.29 4.53  2899.0
300720      한일시멘트  13870.0 5.34 0.57 6.10  2457.0
071050     한국금융지주  65200.0 5.36 0.45 4.08 12100.0
002200     한국수출포장   2565.0 5.38 0.35 2.99   498.0
009140       경인전자  23250.0 5.39 0.44 1.46  4445.0
000270         기아 117700.0 5.40 1.02 4.68 22168.0
001560       제일연마   8550.0 5.42 0.60 3.60  1536.0
194370  제이에스코퍼레이션  20300.0 5.42 0.86 4.74  3499.0
014790     HL D&I   2005.0 5.43 0.21 0.00   370.0
005380        현대차 253000.0 5.45 0.71 4.58 45703.0
025530     SJM홀딩스   4025.0 5.46 0.34 5.81   709.0
005720         넥센   4485.0 5.48 0.19 2.93   778.0
005810      풍산홀딩스  28550.0 5.49 0.44 4.34  5878.0
041650     상신브레이크   3870.0 5.50 0.38 2.76   726.0
001500      현대차증권   8680.0 5.54 0.27 4.53  1595.0
111380       동인기연  26600.0 5.55 1.11 2.33  4321.0
085620     미래에셋생명   5230.0 5.60 0.23 0.00   898.0
089470    HDC현대EP   4175.0 5.60 0.36 3.29   759.0
069260     TKG휴켐스  19750.0 5.62 0.90 5.06  3512.0
016740         두올   3570.0 5.64 0.55 3.19   668.0
084870     TBH글로벌   1588.0 5.64 0.60 5.49   323.0
241560       두산밥캣  57700.0 5.65 0.87 3.08  9203.0
001720       신영증권  72800.0 5.66 0.36 5.94 11893.0
055550       신한지주  47150.0 5.69 0.44 4.59  8048.0
272450        진에어  12760.0 5.69 5.12 0.00  2494.0
192080     더블유게임즈  44250.0 5.75 0.98 2.28  7635.0
091810      티웨이항공   2795.0 5.76 3.90 0.00   506.0
029460        케이씨  21250.0 5.80 0.36 1.15  3907.0
006840      AK홀딩스  15100.0 5.84 0.35 1.30  2635.0
029530       신도리코  37800.0 5.84 0.32 4.03  6371.0
034590     인천도시가스  25500.0 5.96 0.49 4.93  4251.0
001430    세아베스틸지주  22800.0 5.97 0.39 5.62  3576.0
030610       교보증권   4960.0 5.97 0.30 4.97   843.0
092200       디아이씨   5200.0 5.97 1.65 0.00   954.0
012280       영화금속    980.0 5.99 0.66 2.30   145.0
012330      현대모비스 214500.0 6.00 0.50 1.99 37639.0
006040       동원산업  34850.0 6.02 0.50 2.93  6237.0
016360       삼성증권  36100.0 6.12 0.51 5.87  6130.0
090460       비에이치  26450.0 6.16 0.87 1.42  2863.0
105560       KB금융  79400.0 6.24 0.48 4.23 11580.0
383220        F&F  67000.0 6.28 2.07 2.43 11144.0
058860       KTis   2835.0 6.33 0.43 4.17   455.0
001630     종근당홀딩스  56500.0 6.34 0.52 2.27  9744.0
004000     롯데정밀화학  47950.0 6.37 0.49 4.39  7147.0
007590      동방아그로   6290.0 6.44 0.49 4.76   978.0
014580      태경비케이   5620.0 6.44 0.78 2.32   871.0
000850       화천기공  30200.0 6.45 0.20 4.20  4801.0
035000       HS애드   6340.0 6.46 0.57 6.97  1000.0
002170       삼양통상  50000.0 6.49 0.32 2.98  7753.0
185750        종근당 104500.0 6.49 1.61 1.06 15941.0
009680        모토닉   8490.0 6.51 0.40 5.44  1270.0
060980      HL홀딩스  34350.0 6.51 0.32 5.87  5237.0
086280     현대글로비스  89785.0 6.52 0.89 3.42 28297.0
101530     해태제과식품   5930.0 6.52 0.53 3.76   816.0
015590  KIB플러그에너지    410.0 6.53 0.75 0.00    62.0
067830    세이브존I&C   2320.0 6.54 0.19 1.27   361.0
294870  HDC현대산업개발  17550.0 6.59 0.38 3.97  2678.0
023000       삼원강재   2710.0 6.63 0.45 3.97   418.0
088790         진도   2245.0 6.71 0.27 2.11   353.0
134380       미원화학  77900.0 6.71 1.00 4.85 10763.0
028050      삼성E&A  23400.0 6.73 1.46 0.00  3846.0
017550      수산중공업   2025.0 6.74 0.71 0.50   298.0
032640     LG유플러스   9650.0 6.75 0.50 6.65  1449.0
029780       삼성카드  40500.0 6.76 0.51 6.48  5711.0
104700       한국철강  10540.0 6.79 0.54 3.36  1756.0
102260      동성케미컬   4445.0 6.80 0.57 4.28   687.0
003720         삼영   3400.0 6.81 1.92 0.52   567.0
126720    수산인더스트리  28150.0 6.81 0.67 3.44  3414.0
000990      DB하이텍  40550.0 6.83 1.02 1.36  6241.0
005430       한국공항  66900.0 6.83 0.62 1.42 10275.0
2024-12-04 15:13:04,118 - INFO - 2024-06-30 00:00:00: Selected 179 stocks.
2024-12-04 15:13:04,119 - INFO - 2024-06-30 00:00:00: Portfolio Value = 20,255,474.03
2024-12-04 15:13:04,136 - INFO - Selected Stocks:
Ticker       Name    Close  PER  PBR  DIV     EPS
092230     KPX홀딩스  58000.0 2.75 0.25 5.95 21366.0
210980      SK디앤디  11000.0 2.78 0.37 6.88  4177.0
071320     지역난방공사  49100.0 2.80 0.26 0.00 16508.0
123890     한국자산신탁   3010.0 2.85 0.36 7.28  1059.0
111770       영원무역  34850.0 2.87 0.46 3.86 11762.0
002780       진흥기업    888.0 2.91 0.50 0.00   311.0
082640       동양생명   7820.0 2.92 0.27 7.89  1736.0
088350       한화생명   3000.0 2.95 0.16 5.33   954.0
200880       서연이화  21500.0 2.98 0.53 1.15  5839.0
378850     화승알앤에이   5140.0 2.99 0.64 1.31  1275.0
016380       KG스틸   6340.0 3.00 0.37 2.84  2342.0
047040       대우건설   3720.0 3.00 0.38 0.00  1245.0
008420       문배철강   2825.0 3.04 0.31 1.71   961.0
011760    현대코퍼레이션  22600.0 3.06 0.44 2.82  6968.0
001940   KISCO홀딩스  19670.0 3.07 0.24 4.43  6602.0
010100     한국무브넥스   5270.0 3.07 0.44 2.10  1549.0
000070      삼양홀딩스  68800.0 3.13 0.27 5.01 22269.0
003030     세아제강지주 192200.0 3.13 0.49 0.91 70197.0
004980       성신양회   8440.0 3.14 0.39 4.16  2683.0
123700        SJM   3560.0 3.19 0.30 4.86  1128.0
005390       신성통상   2280.0 3.22 0.63 2.68   579.0
000400     롯데손해보험   2915.0 3.23 0.77 0.00   966.0
078930         GS  46900.0 3.24 0.31 5.62 13737.0
002900        TYM   4220.0 3.25 0.51 3.54  1390.0
084010       대한제강  12410.0 3.28 0.31 3.81  4007.0
016450  한세예스24홀딩스   4700.0 3.32 0.37 5.25  1437.0
227840 현대코퍼레이션홀딩스  11000.0 3.32 0.37 4.56  3307.0
000370     한화손해보험   4995.0 3.33 0.23 4.09  1465.0
298690       에어부산   2700.0 3.36 1.70 0.00   811.0
025000     KPX케미칼  48900.0 3.43 0.35 6.40 13643.0
007210         벽산   2025.0 3.50 0.43 2.90   591.0
014280       금강공업   4970.0 3.55 0.36 2.32  1458.0
001390      KG케미칼   4890.0 3.60 0.39 2.31  1446.0
003960       사조대림  90900.0 3.62 0.58 0.80 12123.0
005830     DB손해보험 114500.0 3.64 0.62 5.03 28955.0
036530     SNT홀딩스  21500.0 3.67 0.30 3.61  6041.0
005010        휴스틸   4460.0 3.70 0.27 5.26  1285.0
012630        HDC   8070.0 3.71 0.16 3.76  2147.0
139130    DGB금융지주   8020.0 3.75 0.23 6.73  2180.0
016090         대현   1965.0 3.77 0.34 5.04   526.0
023590       다우기술  18900.0 3.77 0.34 3.55  5237.0
460860       동국제강   9770.0 3.81 0.31 6.40  2869.0
001270       부국증권  25350.0 3.85 0.29 6.07  6420.0
004360         세방  14050.0 3.85 0.25 2.44  3195.0
007280       한국특강   1689.0 3.88 0.48 0.00   464.0
003300      한일홀딩스  13440.0 3.92 0.27 6.04  3384.0
111110       호전실업   7060.0 3.92 0.45 4.10  1864.0
001380      SG글로벌   2160.0 4.12 0.59 0.00   449.0
001750       한양증권  11240.0 4.12 0.30 7.12  2728.0
155660        DSR   4300.0 4.12 0.33 1.33  1093.0
009180    한솔로지스틱스   3135.0 4.17 0.66 3.57   672.0
002460       HS화성   9470.0 4.19 0.24 5.18  2302.0
023350     한국종합기술   5410.0 4.20 0.36 1.86  1282.0
101140      인바이오젠   9340.0 4.21 0.63 0.00  2216.0
267290     경동도시가스  19530.0 4.25 0.31 3.96  5196.0
004710     한솔테크닉스   5490.0 4.30 0.54 1.69  1376.0
024110       기업은행  14020.0 4.30 0.34 7.24  3162.0
317400     자이에스앤디   4670.0 4.31 0.41 3.45  1009.0
001450       현대해상  34500.0 4.36 0.43 6.22  7610.0
284740      쿠쿠홈시스  23700.0 4.37 0.61 3.67  4994.0
002310      아세아제지   8410.0 4.39 0.40 5.93  1857.0
057050      현대홈쇼핑  51200.0 4.41 0.29 5.33 11898.0
316140     우리금융지주  14690.0 4.41 0.34 7.02  3231.0
003090         대웅  15400.0 4.42 0.71 0.61  3692.0
138930    BNK금융지주   8470.0 4.43 0.27 6.05  1905.0
006090       사조오양  10800.0 4.44 0.41 2.09  2154.0
002030        아세아 257500.0 4.46 0.39 2.04 54991.0
058730        다스코   3120.0 4.46 0.41 2.93   764.0
016590      신대양제지   5930.0 4.53 0.35 2.44  1359.0
027410        BGF   3515.0 4.53 0.21 3.26   813.0
183190     아세아시멘트  10640.0 4.55 0.39 2.43  2312.0
005740   크라운해태홀딩스   6850.0 4.57 0.30 1.57  1391.0
006980         우성  18180.0 4.57 0.28 1.52  4307.0
006120    SK디스커버리  37950.0 4.61 0.30 3.80  9699.0
009770       삼정펄프  26650.0 4.63 0.29 3.87  5589.0
018500       동원금속   1767.0 4.64 0.94 1.11   389.0
264900      크라운제과   9450.0 4.69 0.54 2.91  1834.0
000590      CS홀딩스  70000.0 4.70 0.27 0.70 15091.0
035510    신세계 I&C  10370.0 4.70 0.37 3.21  2316.0
145990        삼양사  52600.0 4.71 0.34 3.49 10647.0
017800     현대엘리베이  44250.0 4.73 1.13 9.90  8538.0
002810       삼영무역  13030.0 4.75 0.47 4.44  2840.0
020000         한섬  17690.0 4.76 0.29 4.13  3818.0
010690         화신  14850.0 4.78 0.85 1.38  2274.0
032560      황금에스티   6350.0 4.79 0.32 2.21  1420.0
005810      풍산홀딩스  27350.0 4.85 0.39 4.91  5878.0
058650      세아홀딩스 106100.0 4.87 0.19 3.91 21043.0
084870     TBH글로벌   1484.0 4.87 0.52 6.35   323.0
100250      진양홀딩스   3285.0 4.87 0.49 6.08   675.0
129260       인터지스   2450.0 4.87 0.25 4.32   475.0
003690       코리안리   6772.0 4.88 0.37 6.69  1655.0
005820         원림  17220.0 4.91 0.30 2.85  3577.0
175330     JB금융지주  14640.0 4.93 0.55 5.97  2907.0
005850        에스엘  44600.0 4.94 0.86 2.50  7285.0
010780     아이에스동서  24950.0 4.95 0.51 5.68  5338.0
007700     F&F홀딩스  14990.0 4.97 0.28 2.57  3130.0
015230       대창단조   5590.0 5.00 0.64 2.75  1310.0
037710      광주신세계  30450.0 5.02 0.30 7.22  6065.0
072710      농심홀딩스  76600.0 5.02 0.30 3.44 14478.0
005870        휴니드   6200.0 5.04 0.56 0.00  1366.0
009900       명신산업  14150.0 5.06 1.44 0.68  2909.0
000320      노루홀딩스  12780.0 5.10 0.31 4.04  2429.0
272450        진에어  11710.0 5.16 4.63 0.00  2494.0
093050         LF  13740.0 5.19 0.28 4.65  2899.0
192400      쿠쿠홀딩스  22200.0 5.19 0.63 5.06  4187.0
002200     한국수출포장   2545.0 5.20 0.33 3.09   498.0
009070       KCTC   4865.0 5.21 0.51 1.50   897.0
001020     페이퍼코리아    820.0 5.22 0.51 0.00   161.0
009140       경인전자  22600.0 5.23 0.43 1.51  4445.0
010960       삼호개발   3575.0 5.23 0.35 5.38   675.0
010770      평화홀딩스   3015.0 5.34 0.42 4.93   569.0
041650     상신브레이크   3705.0 5.38 0.37 2.82   726.0
071050     한국금융지주  70000.0 5.40 0.46 4.05 12100.0
018670       SK가스 174800.0 5.41 0.66 4.20 35241.0
000270         기아 129300.0 5.44 1.03 4.64 22168.0
014790     HL D&I   2295.0 5.47 0.21 0.00   370.0
001500      현대차증권   8740.0 5.48 0.27 4.58  1595.0
069730      DSR제강   4490.0 5.48 0.36 1.22   899.0
001560       제일연마   8630.0 5.49 0.61 3.55  1536.0
300720      한일시멘트  13400.0 5.49 0.59 5.93  2457.0
092200       디아이씨   5800.0 5.50 1.52 0.00   954.0
086790     하나금융지주  60700.0 5.51 0.46 5.42 11380.0
029460        케이씨  20600.0 5.54 0.34 1.20  3907.0
091810      티웨이항공   2450.0 5.54 3.75 0.00   506.0
089470    HDC현대EP   4270.0 5.55 0.36 3.32   759.0
069260     TKG휴켐스  19920.0 5.56 0.89 5.12  3512.0
006040       동원산업  35800.0 5.58 0.46 3.16  6237.0
016740         두올   3670.0 5.58 0.54 3.22   668.0
025530     SJM홀딩스   3920.0 5.65 0.35 5.62   709.0
210540      디와이파워  13400.0 5.70 0.59 2.82  2491.0
